video no,0x,0y,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y,17x,17y,18x,18y,19x,19y,20x,20y,21x,21y,22x,22y,23x,23y,24x,24y,25x,25y,26x,26y,27x,27y,28x,28y,29x,29y,30x,30y,31x,31y,32x,32y,33x,33y,34x,34y,35x,35y,36x,36y,37x,37y,38x,38y,39x,39y,40x,40y,41x,41y,42x,42y,43x,43y,44x,44y,45x,45y,46x,46y,47x,47y,48x,48y,49x,49y,50x,50y,51x,51y,52x,52y,53x,53y,54x,54y,55x,55y,56x,56y,57x,57y,58x,58y,59x,59y,60x,60y,61x,61y,62x,62y,63x,63y,64x,64y,65x,65y,polarity
23,122.789473684,93.0631578947,122.673684211,106.315789474,123.6,118.589473684,125.178947368,130.568421053,129.284210526,142.494736842,137.6,152.326315789,145.273684211,158.968421053,151.884210526,163.105263158,162.157894737,165.2,172.336842105,164.147368421,179.810526316,160.578947368,189.105263158,155.357894737,199.873684211,146.810526316,206.905263158,135.084210526,209.968421053,123.231578947,212.178947368,111.368421053,213.431578947,98.1368421053,133.157894737,78.4631578947,137.547368421,75.4210526316,143.042105263,74.3052631579,149.831578947,75.4947368421,155.673684211,78.3368421053,176.136842105,79.2526315789,182.210526316,77.0315789474,189.410526316,76.5789473684,195.168421053,78.1578947368,199.863157895,82.0210526316,165.242105263,93.3789473684,164.389473684,101.610526316,163.715789474,109.673684211,163.273684211,118.242105263,155.063157895,122.010526316,159.305263158,122.715789474,163.463157895,123.810526316,168.010526316,123.157894737,172.705263158,122.905263158,139.378947368,90.2,143.021052632,88.0,149.705263158,88.1684210526,155.589473684,91.6315789474,149.726315789,93.4526315789,143.263157895,93.3263157895,175.894736842,92.9368421053,182.063157895,89.9368421053,188.884210526,90.6,193.084210526,93.3052631579,188.315789474,95.9894736842,181.757894737,95.4526315789,146.115789474,135.105263158,153.589473684,133.031578947,158.705263158,132.126315789,163.021052632,133.326315789,167.336842105,132.778947368,172.863157895,134.273684211,181.115789474,136.568421053,172.568421053,141.052631579,168.126315789,142.031578947,162.515789474,142.031578947,157.389473684,141.357894737,153.336842105,140.042105263,158.273684211,135.968421053,162.989473684,136.789473684,167.968421053,136.610526316,167.989473684,136.494736842,163.0,136.557894737,158.252631579,135.842105263,0.0
23,97.5982142857,88.5714285714,98.4732142857,100.8125,100.133928571,111.901785714,102.276785714,122.991071429,107.151785714,133.830357143,115.991071429,142.598214286,124.223214286,148.258928571,142.339285714,163.160714286,152.508928571,164.419642857,162.428571429,162.776785714,169.267857143,158.776785714,177.517857143,152.785714286,186.125,143.508928571,190.580357143,132.3125,192.669642857,120.357142857,194.285714286,108.339285714,195.053571429,95.1964285714,119.214285714,80.2410714286,123.616071429,76.8660714286,128.919642857,75.3125,135.830357143,76.0982142857,141.651785714,78.4821428571,161.589285714,78.0357142857,167.375,75.3839285714,174.080357143,74.4464285714,179.678571429,75.7410714286,184.169642857,79.4464285714,152.026785714,92.5625,151.991071429,100.705357143,152.107142857,108.508928571,152.0625,116.973214286,143.241071429,121.410714286,147.767857143,121.767857143,152.0625,122.482142857,156.357142857,121.616071429,160.526785714,121.25,125.482142857,91.4553571429,129.232142857,89.1875,135.723214286,88.9553571429,141.598214286,91.9285714286,136.053571429,94.1428571429,129.660714286,94.4196428571,161.482142857,91.9107142857,167.428571429,88.7142857143,173.928571429,89.0267857143,178.116071429,91.4375,173.767857143,94.2053571429,167.410714286,94.1160714286,134.3125,134.964285714,142.169642857,132.196428571,147.517857143,130.9375,152.053571429,131.839285714,156.526785714,130.955357143,161.9375,132.258928571,169.767857143,134.482142857,161.964285714,139.357142857,157.651785714,140.526785714,152.205357143,140.821428571,146.767857143,140.517857143,142.455357143,139.446428571,146.991071429,134.830357143,152.0625,135.25,157.178571429,134.875,157.339285714,135.017857143,152.142857143,135.375,147.017857143,135.026785714,1.0
23,119.26,93.65,119.65,106.01,120.99,117.32,122.89,128.59,127.4,139.55,136.03,148.75,144.1,154.84,150.85,158.44,160.9,160.13,170.95,158.73,177.99,155.07,186.68,149.57,196.07,140.92,201.51,130.43,203.98,119.21,205.74,108.03,206.67,95.61,129.3,80.25,133.62,77.38,138.92,76.13,145.76,77.14,151.56,79.59,171.56,79.84,177.36,77.55,184.41,76.7,190.12,77.99,194.76,81.32,161.62,92.05,161.29,99.57,161.11,106.77,160.96,114.7,152.74,118.49,156.88,118.85,161.02,119.78,165.37,119.01,169.63,118.66,135.83,90.32,139.39,88.29,145.75,88.13,151.6,91.1,146.01,92.84,139.86,93.03,171.9,91.62,177.72,88.78,184.2,89.28,188.32,91.52,183.84,93.9,177.59,93.67,143.93,131.04,151.16,128.59,156.29,127.2,160.81,128.19,165.4,127.47,170.8,129.01,178.57,131.51,170.72,136.11,166.33,137.32,160.83,137.61,155.48,137.09,151.26,135.8,155.88,131.1,160.88,131.69,166.03,131.43,166.18,132.03,160.91,132.38,155.8,131.79,0.0
23,116.796296296,95.2777777778,117.37037037,109.0,118.740740741,121.537037037,120.148148148,134.222222222,124.0,145.814814815,132.314814815,156.259259259,140.259259259,162.722222222,147.296296296,166.444444444,157.055555556,168.166666667,166.740740741,167.166666667,173.648148148,163.888888889,181.962962963,158.722222222,190.740740741,149.518518519,195.444444444,138.722222222,198.055555556,126.351851852,200.5,114.055555556,202.574074074,100.481481481,128.092592593,81.1296296296,132.981481481,78.6481481481,138.722222222,77.4444444444,145.759259259,78.5740740741,151.574074074,81.462962963,172.148148148,82.2592592593,178.166666667,80.1481481481,184.907407407,80.0,190.351851852,81.6111111111,194.703703704,84.9444444444,161.555555556,94.3703703704,161.407407407,102.648148148,161.166666667,110.555555556,160.777777778,119.37037037,150.888888889,123.388888889,155.666666667,124.055555556,159.925925926,125.166666667,164.111111111,124.462962963,168.092592593,124.37037037,133.907407407,92.0925925926,137.981481481,89.9814814815,144.666666667,90.0925925926,150.351851852,93.4814814815,144.611111111,95.2037037037,138.037037037,95.1111111111,171.148148148,94.8333333333,177.537037037,91.962962963,184.185185185,92.7592592593,188.148148148,95.4259259259,183.518518519,97.8333333333,177.166666667,97.2962962963,140.425925926,136.444444444,148.685185185,134.12962963,154.611111111,133.333333333,159.240740741,134.759259259,163.888888889,133.981481481,169.407407407,135.462962963,176.962962963,138.12962963,168.925925926,142.277777778,164.222222222,143.277777778,158.62962963,143.111111111,153.055555556,142.481481481,148.277777778,141.203703704,153.277777778,137.166666667,158.833333333,138.222222222,164.296296296,137.925925926,164.388888889,138.018518519,158.814814815,138.111111111,153.185185185,137.444444444,0.0
24,132.170212766,81.0992907801,133.354609929,111.078014184,136.127659574,138.531914894,140.177304965,166.645390071,151.865248227,197.539007092,173.404255319,221.758865248,193.780141844,236.468085106,210.14893617,246.09929078,231.24822695,249.560283688,249.773049645,246.375886525,187.382978723,161.226950355,199.80141844,152.709219858,213.29787234,138.539007092,220.794326241,117.957446809,223.921985816,99.6737588652,226.588652482,81.4042553191,228.333333333,61.390070922,172.262411348,60.7092198582,185.070921986,56.5390070922,198.361702128,54.5744680851,213.666666667,57.7375886525,225.524822695,63.0992907801,264.815602837,63.2978723404,276.758865248,57.695035461,289.524822695,55.2127659574,298.985815603,57.304964539,305.645390071,61.7234042553,245.24822695,85.6666666667,246.624113475,103.319148936,248.397163121,120.673758865,247.581560284,139.191489362,222.375886525,148.439716312,232.929078014,149.134751773,241.822695035,151.411347518,249.283687943,149.418439716,255.028368794,148.787234043,185.212765957,80.2340425532,195.191489362,76.4397163121,207.964539007,75.524822695,218.085106383,81.5319148936,207.113475177,85.8865248227,194.865248227,86.0070921986,258.602836879,82.5035460993,272.113475177,75.914893617,284.404255319,77.5460992908,288.992907801,81.3120567376,281.893617021,86.8865248227,270.460992908,86.6524822695,204.85106383,182.943262411,221.716312057,176.446808511,232.780141844,172.397163121,240.758865248,174.730496454,248.695035461,172.943262411,256.468085106,177.156028369,265.184397163,183.382978723,253.808510638,192.95035461,247.184397163,195.531914894,238.014184397,196.269503546,228.602836879,194.992907801,220.602836879,192.439716312,229.773049645,182.014184397,238.212765957,182.680851064,246.042553191,182.539007092,246.035460993,182.283687943,238.340425532,182.879432624,229.858156028,181.829787234,0.0
24,159.737864078,99.2038834951,162.233009709,126.757281553,166.184466019,151.932038835,170.553398058,177.436893204,180.330097087,203.873786408,196.737864078,225.45631068,213.116504854,238.330097087,227.116504854,246.514563107,248.097087379,248.757281553,269.417475728,245.427184466,284.941747573,236.883495146,303.660194175,223.067961165,322.446601942,201.359223301,331.495145631,173.689320388,335.747572816,147.932038835,339.087378641,122.203883495,340.825242718,94.0873786408,175.854368932,68.0097087379,184.757281553,61.9805825243,195.466019417,58.4466019417,209.32038835,60.0776699029,221.524271845,64.7669902913,262.941747573,63.1941747573,275.427184466,57.3980582524,290.611650485,55.2815533981,303.13592233,58.0097087379,314.009708738,63.7281553398,242.621359223,85.2718446602,242.194174757,100.776699029,241.854368932,116.13592233,242.077669903,133.699029126,227.038834951,148.291262136,235.019417476,147.291262136,243.252427184,148.388349515,251.59223301,146.660194175,260.708737864,147.310679612,190.514563107,86.9902912621,197.446601942,81.4951456311,210.27184466,79.7281553398,222.582524272,85.4563106796,210.873786408,90.2233009709,198.883495146,91.6116504854,264.990291262,84.7669902913,277.077669903,77.6504854369,290.893203883,78.8058252427,299.689320388,83.7184466019,290.165048544,88.7766990291,277.009708738,88.359223301,216.766990291,185.155339806,228.048543689,176.310679612,236.145631068,170.873786408,243.398058252,172.640776699,251.058252427,170.757281553,260.330097087,176.174757282,273.514563107,183.504854369,259.40776699,190.446601942,252.902912621,192.194174757,244.13592233,192.766990291,235.766990291,192.13592233,229.631067961,191.165048544,237.650485437,180.990291262,244.019417476,181.223300971,250.718446602,181.038834951,250.844660194,180.718446602,244.368932039,181.504854369,237.834951456,180.796116505,0.0
24,154.598870056,91.9435028249,157.259887006,120.293785311,161.101694915,146.259887006,165.141242938,172.435028249,173.920903955,200.480225989,188.401129944,221.079096045,202.796610169,232.93220339,222.146892655,249.485875706,242.141242938,252.016949153,263.299435028,248.983050847,279.084745763,240.389830508,298.937853107,227.531073446,319.627118644,206.401129944,330.576271186,176.344632768,335.09039548,149.09039548,338.525423729,121.813559322,340.581920904,91.9604519774,169.95480226,63.9096045198,178.016949153,57.7005649718,188.350282486,54.1694915254,201.706214689,55.9435028249,213.875706215,60.6327683616,254.248587571,59.0621468927,267.06779661,53.2881355932,282.949152542,51.3615819209,296.412429379,54.3220338983,308.779661017,60.3050847458,234.372881356,83.5084745763,233.079096045,100.282485876,231.892655367,117.118644068,232.192090395,135.463276836,220.04519774,149.694915254,227.141242938,149.039548023,235.005649718,150.525423729,243.661016949,148.734463277,253.525423729,149.005649718,185.322033898,84.4745762712,191.418079096,79.0451977401,204.118644068,77.4971751412,216.666666667,83.4632768362,204.632768362,88.2598870056,193.101694915,89.3728813559,258.480225989,82.9152542373,270.271186441,75.6271186441,284.073446328,76.813559322,293.694915254,81.6666666667,283.836158192,86.8926553672,270.361581921,86.593220339,208.350282486,186.406779661,219.203389831,178.050847458,227.610169492,173.265536723,235.062146893,175.412429379,243.050847458,173.491525424,253.564971751,178.062146893,269.050847458,184.762711864,253.192090395,192.18079096,245.587570621,194.271186441,236.016949153,194.830508475,227.118644068,194.305084746,220.723163842,193.016949153,228.802259887,183.248587571,236.02259887,183.412429379,243.807909605,183.039548023,243.824858757,182.15819209,236.203389831,182.84180791,228.915254237,182.389830508,0.0
24,143.042553191,99.7765957447,146.414893617,126.765957447,151.042553191,151.372340426,156.372340426,175.436170213,167.478723404,199.361702128,183.787234043,216.053191489,199.031914894,224.79787234,219.117021277,237.989361702,240.042553191,238.776595745,262.180851064,235.361702128,277.989361702,226.925531915,297.989361702,215.617021277,319.212765957,196.255319149,330.287234043,168.14893617,334.095744681,142.617021277,336.244680851,116.414893617,336.957446809,87.7446808511,158.276595745,66.329787234,166.840425532,59.7340425532,177.361702128,55.6063829787,191.170212766,56.3510638298,203.85106383,60.1063829787,246.744680851,56.585106383,259.585106383,50.3510638298,275.882978723,47.670212766,289.308510638,50.085106383,301.946808511,55.1489361702,225.712765957,76.0212765957,224.946808511,90.5744680851,224.478723404,105.170212766,225.393617021,122.521276596,214.127659574,139.70212766,220.670212766,138.180851064,228.787234043,139.010638298,237.563829787,136.904255319,247.404255319,137.223404255,174.670212766,81.7872340426,180.904255319,75.5,193.585106383,72.7872340426,206.819148936,78.4468085106,194.670212766,82.8404255319,183.010638298,84.7765957447,251.712765957,75.5425531915,263.446808511,67.0425531915,277.659574468,67.9361702128,287.095744681,72.829787234,277.20212766,77.2021276596,263.585106383,77.2978723404,207.159574468,176.946808511,216.234042553,167.085106383,223.117021277,161.085106383,230.042553191,162.585106383,237.340425532,160.425531915,246.617021277,165.659574468,260.446808511,173.0,246.617021277,179.074468085,240.606382979,181.021276596,232.074468085,182.117021277,223.978723404,181.872340426,218.287234043,181.308510638,226.170212766,171.819148936,231.627659574,171.585106383,237.308510638,171.255319149,237.287234043,169.968085106,231.968085106,170.776595745,226.468085106,170.287234043,0.0
24,192.944444444,70.8333333333,192.166666667,97.5555555556,193.0,122.222222222,194.722222222,147.333333333,200.611111111,173.555555556,215.0,196.111111111,229.888888889,209.277777778,242.833333333,218.444444444,263.611111111,224.0,285.888888889,222.777777778,301.611111111,217.111111111,321.111111111,207.277777778,342.277777778,188.333333333,354.611111111,164.833333333,361.388888889,140.722222222,367.222222222,116.611111111,371.777777778,89.8333333333,211.833333333,52.0,221.333333333,48.8333333333,232.722222222,47.7222222222,247.0,51.6111111111,258.722222222,57.0,297.666666667,61.1111111111,310.777777778,57.6666666667,326.5,57.3333333333,339.0,60.8333333333,348.833333333,66.1111111111,276.444444444,81.3888888889,274.722222222,97.6111111111,272.611111111,113.166666667,270.833333333,129.555555556,253.444444444,139.222222222,261.833333333,139.666666667,269.888888889,141.944444444,278.555555556,141.444444444,287.444444444,142.777777778,226.444444444,72.3888888889,233.666666667,68.8333333333,246.444444444,69.2777777778,257.611111111,76.3888888889,245.5,79.5,233.555555556,78.3888888889,297.833333333,81.2222222222,310.222222222,75.6111111111,323.222222222,78.5555555556,330.944444444,83.1111111111,321.444444444,87.8333333333,308.666666667,86.4444444444,235.388888889,172.555555556,249.277777778,167.833333333,259.222222222,164.333333333,266.833333333,167.444444444,275.666666667,166.555555556,285.166666667,172.0,299.611111111,179.555555556,283.777777778,185.888888889,275.555555556,188.055555556,265.388888889,187.222222222,255.722222222,185.0,248.5,182.111111111,258.166666667,173.055555556,266.388888889,174.222222222,275.055555556,175.333333333,275.5,174.888888889,266.833333333,174.055555556,258.444444444,172.611111111,1.0
24,166.895833333,72.1041666667,167.229166667,95.2916666667,169.270833333,116.3125,171.8125,137.354166667,178.6875,158.625,191.270833333,175.458333333,203.854166667,184.854166667,233.625,208.395833333,253.270833333,211.145833333,274.625,208.854166667,290.895833333,203.145833333,311.25,194.8125,333.479166667,178.5,345.583333333,154.833333333,351.5625,132.354166667,355.583333333,109.541666667,358.395833333,84.2708333333,194.0625,53.7291666667,202.104166667,49.2708333333,212.125,46.5833333333,224.895833333,48.375,236.0625,52.75,275.625,53.5416666667,287.875,49.3333333333,303.3125,48.1666666667,315.583333333,51.1875,326.3125,56.5416666667,254.6875,72.125,252.625,85.9166666667,250.75,99.3958333333,250.0,115.104166667,237.354166667,127.208333333,244.083333333,126.6875,252.166666667,128.104166667,261.166666667,127.020833333,270.75,127.916666667,208.354166667,70.2083333333,214.5,65.8125,226.270833333,64.9375,237.916666667,70.9375,226.375,74.0625,215.3125,74.3958333333,279.020833333,72.4791666667,290.229166667,65.9791666667,303.0625,67.75,311.333333333,72.6458333333,301.833333333,76.3541666667,289.541666667,75.625,224.833333333,159.020833333,235.541666667,151.8125,243.604166667,147.291666667,251.104166667,149.416666667,259.208333333,147.979166667,268.854166667,153.020833333,283.354166667,160.479166667,268.770833333,167.25,261.666666667,169.916666667,251.8125,170.125,242.625,168.833333333,236.0,166.6875,244.666666667,156.75,252.020833333,156.979166667,259.791666667,157.208333333,260.229166667,158.083333333,252.4375,158.375,244.895833333,157.479166667,0.0
24,158.086206897,87.4655172414,161.017241379,119.775862069,164.948275862,149.275862069,168.844827586,178.637931034,177.465517241,209.25862069,193.275862069,231.551724138,208.637931034,243.5,221.448275862,249.793103448,241.344827586,251.810344828,263.0,249.293103448,279.551724138,242.103448276,300.431034483,230.327586207,322.431034483,208.189655172,334.379310345,178.068965517,339.086206897,148.724137931,343.0,118.913793103,345.913793103,86.2068965517,168.982758621,59.8620689655,178.137931034,54.9827586207,189.155172414,51.9482758621,203.155172414,54.0344827586,215.913793103,59.0172413793,258.327586207,58.0689655172,271.775862069,52.2068965517,288.5,50.5862068966,302.362068966,53.275862069,315.465517241,57.9137931034,237.137931034,78.4137931034,235.965517241,96.6551724138,234.655172414,115.310344828,234.931034483,134.913793103,219.931034483,148.948275862,228.586206897,148.379310345,237.25862069,150.413793103,246.534482759,148.431034483,257.775862069,148.586206897,184.534482759,76.6206896552,191.224137931,71.1206896552,204.5,69.6724137931,217.586206897,76.6034482759,204.793103448,80.6724137931,192.534482759,81.1379310345,262.775862069,76.7413793103,275.293103448,68.4655172414,290.051724138,70.3620689655,299.655172414,75.4827586207,289.327586207,80.0689655172,275.051724138,79.7931034483,206.413793103,184.775862069,219.275862069,177.293103448,229.120689655,173.327586207,237.120689655,176.25862069,246.017241379,173.948275862,257.603448276,177.586206897,274.775862069,183.844827586,257.534482759,191.982758621,248.120689655,194.206896552,237.775862069,194.362068966,227.844827586,193.775862069,219.982758621,192.379310345,228.965517241,183.603448276,237.844827586,184.517241379,247.034482759,183.74137931,247.034482759,181.431034483,237.74137931,181.810344828,229.137931034,181.0,1.0
24,157.696132597,106.325966851,159.696132597,131.325966851,163.165745856,154.066298343,167.110497238,176.331491713,175.773480663,198.337016575,189.679558011,213.425414365,202.668508287,219.629834254,218.850828729,230.690607735,237.845303867,232.005524862,258.679558011,229.486187845,275.011049724,223.64640884,295.662983425,215.867403315,317.535911602,199.812154696,328.906077348,174.127071823,333.939226519,150.779005525,337.408839779,126.955801105,339.414364641,100.850828729,169.342541436,70.2154696133,176.988950276,62.8121546961,186.856353591,58.7182320442,199.883977901,59.5690607735,211.79558011,63.773480663,252.370165746,61.4364640884,265.182320442,56.0055248619,281.033149171,54.3535911602,294.475138122,57.8508287293,306.740331492,64.7016574586,231.519337017,82.7237569061,229.73480663,96.0773480663,228.099447514,109.232044199,228.132596685,125.348066298,217.287292818,141.701657459,223.701657459,140.033149171,231.524861878,140.773480663,240.187845304,139.20441989,250.259668508,140.298342541,184.331491713,88.6961325967,190.220994475,82.6629834254,202.209944751,80.7679558011,214.613259669,86.2486187845,202.762430939,90.1602209945,191.861878453,91.6850828729,256.657458564,84.7955801105,268.038674033,77.408839779,281.082872928,78.546961326,290.270718232,83.6077348066,280.552486188,87.4640883978,267.928176796,87.1215469613,207.342541436,174.29281768,216.933701657,165.248618785,224.386740331,159.950276243,231.55801105,161.464088398,239.298342541,159.856353591,248.977900552,164.729281768,263.756906077,172.337016575,248.895027624,178.127071823,241.685082873,179.977900552,232.651933702,180.613259669,224.138121547,180.20441989,218.26519337,179.337016575,226.226519337,170.082872928,232.878453039,170.259668508,239.82320442,169.900552486,240.038674033,169.61878453,233.099447514,170.314917127,226.524861878,169.668508287,0.0
24,150.184834123,94.9620853081,152.014218009,118.208530806,155.213270142,139.336492891,158.82464455,160.28436019,167.251184834,181.469194313,180.099526066,196.582938389,192.625592417,204.772511848,224.180094787,234.966824645,244.004739336,236.938388626,265.17535545,233.72985782,281.18957346,226.009478673,301.597156398,215.592417062,322.914691943,198.165876777,333.966824645,171.578199052,339.075829384,147.767772512,342.454976303,123.611374408,344.331753555,97.1611374408,174.568720379,66.5023696682,181.909952607,59.1042654028,191.492890995,54.5213270142,204.161137441,55.1753554502,215.725118483,59.2417061611,255.71563981,57.0568720379,268.298578199,51.4976303318,284.047393365,49.9431279621,297.322274882,53.4454976303,309.341232227,60.2985781991,235.402843602,78.9194312796,233.36492891,92.4549763033,231.563981043,105.962085308,231.597156398,122.507109005,221.857819905,138.990521327,227.748815166,137.402843602,235.255924171,138.28436019,243.777251185,136.672985782,253.402843602,137.672985782,189.545023697,85.0331753555,195.203791469,79.0710900474,207.009478673,77.1090047393,219.251184834,82.3886255924,207.582938389,86.6113744076,196.900473934,88.3696682464,260.530805687,80.9099526066,271.701421801,73.9668246445,284.876777251,74.9289099526,294.322274882,80.1753554502,284.402843602,84.2322274882,271.725118483,83.691943128,212.639810427,173.995260664,221.402843602,164.146919431,228.355450237,158.469194313,235.241706161,159.872037915,242.815165877,158.232227488,252.360189573,163.606635071,266.744075829,171.516587678,252.251184834,177.360189573,245.606635071,179.289099526,236.606635071,179.981042654,228.436018957,179.672985782,223.08056872,178.791469194,230.744075829,168.611374408,236.725118483,168.393364929,243.412322275,168.303317536,243.6492891,168.668246445,237.251184834,169.582938389,231.118483412,169.009478673,1.0
25,179.580645161,59.5806451613,183.258064516,79.7096774194,187.903225806,98.0322580645,193.064516129,116.709677419,202.709677419,136.870967742,216.096774194,152.548387097,228.419354839,162.483870968,238.612903226,168.806451613,252.806451613,169.580645161,267.161290323,165.709677419,276.548387097,157.774193548,288.419354839,145.548387097,300.548387097,127.548387097,306.838709677,106.64516129,308.483870968,87.1935483871,309.35483871,68.3548387097,309.161290323,47.6774193548,188.258064516,43.0,194.387096774,39.7419354839,202.258064516,37.4838709677,212.903225806,38.2903225806,222.483870968,41.4193548387,253.709677419,38.1935483871,262.580645161,33.1612903226,273.516129032,30.2903225806,282.838709677,31.0322580645,290.580645161,33.3225806452,240.032258065,58.1612903226,240.903225806,70.9677419355,241.903225806,83.7419354839,243.193548387,96.7096774194,232.806451613,103.387096774,238.774193548,103.741935484,244.612903226,104.580645161,250.548387097,102.612903226,256.903225806,101.0,200.064516129,57.5806451613,204.903225806,54.2903225806,215.0,52.6451612903,224.903225806,56.4838709677,216.387096774,61.0322580645,206.709677419,62.0322580645,256.161290323,53.7096774194,264.838709677,47.7741935484,275.322580645,47.5161290323,282.096774194,49.9032258065,275.741935484,55.4838709677,265.387096774,56.2258064516,227.129032258,128.935483871,234.774193548,123.870967742,240.548387097,120.225806452,246.225806452,121.0,251.774193548,119.322580645,258.677419355,121.967741935,268.548387097,124.548387097,259.419354839,132.258064516,254.516129032,134.741935484,248.0,135.967741935,241.612903226,135.806451613,236.387096774,134.516129032,241.870967742,126.387096774,246.806451613,126.096774194,251.741935484,125.677419355,251.935483871,125.806451613,247.161290323,126.870967742,242.032258065,126.580645161,1.0
25,192.473684211,65.3859649123,195.701754386,85.4035087719,199.701754386,103.543859649,204.140350877,121.929824561,212.649122807,141.578947368,225.929824561,157.736842105,238.01754386,168.052631579,248.228070175,174.578947368,262.964912281,176.01754386,277.578947368,172.035087719,287.210526316,164.070175439,298.754385965,152.157894737,310.666666667,134.543859649,316.894736842,114.49122807,318.789473684,95.649122807,320.140350877,77.1403508772,320.403508772,56.8771929825,202.315789474,48.4561403509,208.456140351,44.701754386,216.50877193,42.649122807,227.087719298,43.8947368421,236.49122807,47.1578947368,267.578947368,44.7894736842,276.50877193,39.9122807018,287.421052632,37.5087719298,296.421052632,38.4210526316,303.859649123,41.2280701754,253.754385965,65.7543859649,254.473684211,78.8771929825,255.175438596,91.5614035088,256.122807018,104.298245614,245.035087719,110.438596491,251.105263158,110.824561404,257.087719298,111.877192982,263.0,109.98245614,269.140350877,108.596491228,213.456140351,64.1052631579,218.578947368,60.7719298246,228.964912281,59.8421052632,238.614035088,63.8245614035,230.01754386,68.2631578947,220.052631579,69.0,269.245614035,61.7368421053,277.98245614,56.1403508772,288.49122807,55.8947368421,295.0,58.4736842105,288.719298246,64.1754385965,278.49122807,64.8947368421,236.842105263,135.403508772,245.526315789,130.421052632,251.877192982,126.842105263,258.175438596,127.596491228,264.315789474,126.140350877,271.526315789,128.842105263,281.736842105,131.771929825,272.245614035,140.035087719,267.140350877,143.385964912,259.719298246,144.947368421,252.456140351,144.403508772,246.877192982,142.175438596,252.684210526,132.98245614,258.631578947,132.561403509,264.631578947,132.298245614,265.01754386,134.01754386,259.140350877,135.333333333,252.912280702,134.912280702,1.0
25,203.654605263,70.1447368421,206.299342105,90.0756578947,209.980263158,108.131578947,214.049342105,126.578947368,221.763157895,145.657894737,234.875,161.753289474,247.203947368,172.128289474,257.513157895,178.565789474,272.299342105,180.325657895,286.503289474,177.223684211,296.217105263,170.036184211,307.608552632,159.088815789,319.358552632,142.506578947,326.013157895,122.509868421,328.378289474,103.861842105,330.338815789,85.6480263158,331.144736842,65.6348684211,217.177631579,52.7631578947,223.503289474,48.6085526316,231.618421053,46.6151315789,242.200657895,47.9407894737,251.263157895,51.625,281.621710526,50.0427631579,290.427631579,45.7598684211,300.855263158,43.75,309.398026316,45.0657894737,316.328947368,48.8190789474,267.878289474,70.7302631579,268.486842105,83.3256578947,269.144736842,95.625,269.667763158,108.348684211,257.0625,114.243421053,263.476973684,114.713815789,269.674342105,115.832236842,275.674342105,114.213815789,281.657894737,113.200657895,227.657894737,68.8125,233.013157895,65.8190789474,243.039473684,65.1414473684,252.141447368,68.8092105263,243.769736842,72.7697368421,234.210526316,73.3223684211,282.108552632,67.8519736842,291.023026316,63.1184210526,300.976973684,63.3453947368,307.190789474,65.8388157895,300.924342105,70.7993421053,291.299342105,71.0032894737,247.207236842,136.838815789,256.970394737,132.230263158,263.970394737,129.365131579,270.1875,130.523026316,276.148026316,129.167763158,283.342105263,131.578947368,293.180921053,134.572368421,283.332236842,142.078947368,277.9375,144.555921053,270.605263158,145.559210526,263.358552632,145.085526316,257.6875,143.197368421,263.996710526,135.322368421,270.171052632,135.569078947,276.328947368,135.042763158,276.421052632,135.753289474,270.226973684,136.710526316,263.934210526,136.141447368,1.0
25,205.135802469,69.6543209877,207.802469136,88.7407407407,211.469135802,106.037037037,215.62962963,123.740740741,224.296296296,143.185185185,237.074074074,159.580246914,248.419753086,170.432098765,258.160493827,177.432098765,272.308641975,179.382716049,286.382716049,176.024691358,295.62962963,168.160493827,306.740740741,156.382716049,318.716049383,139.271604938,325.765432099,119.160493827,328.271604938,101.074074074,330.074074074,83.5925925926,330.728395062,64.2716049383,216.50617284,56.1851851852,222.432098765,52.7037037037,230.407407407,51.2592592593,240.827160494,53.037037037,250.037037037,56.7901234568,280.222222222,54.975308642,289.135802469,50.4814814815,299.641975309,47.8518518519,308.37037037,48.5308641975,315.37037037,51.4691358025,266.358024691,76.0,266.827160494,88.8148148148,267.382716049,101.185185185,267.901234568,113.283950617,257.148148148,117.530864198,262.901234568,118.641975309,268.469135802,119.790123457,274.185185185,118.061728395,279.938271605,116.407407407,227.234567901,72.1975308642,232.37037037,69.7777777778,242.283950617,69.1111111111,251.555555556,72.7283950617,243.12345679,76.9382716049,233.654320988,77.3950617284,281.086419753,71.3209876543,289.839506173,66.6666666667,299.814814815,66.5679012346,306.098765432,68.6790123457,299.901234568,74.2839506173,290.049382716,74.7777777778,249.851851852,140.654320988,258.037037037,137.012345679,263.75308642,133.938271605,269.320987654,134.864197531,274.703703704,133.790123457,280.975308642,136.419753086,289.975308642,138.530864198,281.135802469,146.135802469,276.555555556,148.790123457,270.074074074,149.987654321,263.802469136,149.345679012,259.0,147.197530864,264.666666667,139.456790123,269.50617284,139.308641975,274.24691358,139.296296296,274.37037037,139.839506173,269.679012346,140.790123457,264.790123457,140.172839506,1.0
