video no,0,1,2,3,4,5,6,polarity
40,0.751605995717,-0.316010272591,0.143540667773,113.180942184,-24.1593747323,-6.99390299786e-06,0.0827719108458,1.0
40,0.760344827586,-0.338798224138,0.137694946552,113.294827586,-23.8502603448,2.58651931034e-05,0.103094783914,0.0
40,0.582766439909,-0.315256239229,0.134027761451,114.972789116,-24.3272002268,-9.85895963719e-05,0.0818466073878,1.0
41,0.70297029703,-0.170496613663,0.131471433663,246.728712871,-39.6043782178,0.00114086300594,0.0644609772079,0.0
41,0.71953010279,-0.21795064489,0.154463932452,238.509544787,-35.6012349486,6.05682525698e-05,0.0452157925987,0.0
41,0.509161041466,-0.222704040598,0.0963404175506,225.168756027,-45.4662806172,-8.1684340405e-05,0.107390524301,-1.0
41,0.590361445783,-0.21402883159,0.111528696867,228.913253012,-42.8113710843,0.000254152164096,0.0674596438361,0.0
42,0.913580246914,-0.10959527072,0.152070944444,267.934156379,-26.2109917695,-5.01709923868e-05,0.0923145341564,1.0
42,0.574193548387,-0.0786416129032,0.092990356129,296.406451613,-32.4815677419,5.38564516129e-05,0.133028950968,0.0
42,0.772932330827,-0.149311776692,0.158036215038,285.033082707,-29.818518797,-0.000248057344662,0.117808004331,0.0
42,0.86301369863,-0.0999470890411,0.152548559361,281.730593607,-26.2053059361,0.000372004331507,0.103111140868,0.0
42,0.796116504854,-0.112407373832,0.153346040453,276.666666667,-28.2347540453,-0.000180008757282,0.109746395146,0.0
42,0.642105263158,-0.141448808947,0.157045147368,304.763157895,-32.9817644737,-0.000141106811842,0.161070704342,1.0
42,0.674193548387,-0.149956121613,0.158780609677,333.103225806,-34.2921677419,0.000556607922581,0.196173284194,1.0
42,0.853785900783,-0.112661102062,0.161943118799,298.919060052,-26.0617610966,-1.81914660574e-05,0.110049345875,-1.0
42,0.766334440753,-0.159840198549,0.164837469546,296.65448505,-30.1965570321,-0.000126448361683,0.14366159856,1.0
43,0.834210526316,-0.331971471053,0.196798821053,189.989473684,-39.5645210526,1.85956105263e-05,0.0682350767895,1.0
43,0.709346991037,-0.313341286812,0.173412999616,207.04609475,-43.1941818182,-3.60935622279e-05,0.0945761557746,0.0
43,0.619489559165,-0.312011074246,0.163989459397,204.510440835,-42.3351484919,0.000429684816705,0.117656852552,0.0
43,0.752590673575,-0.294458573575,0.17854544171,207.512953368,-40.9564365285,-0.000128501898964,0.0847016684067,0.0
43,0.671394799054,-0.328459408983,0.200117082742,191.579196217,-45.5923380615,-3.49847163121e-05,0.12023381922,-1.0
43,0.692,-0.2802189659,0.1712448449,218.173,-42.929084,2.1302898e-06,0.12095469076,1.0
44,0.582568807339,-0.250291993119,0.143255756193,209.905963303,-28.4961192661,0.000359170963303,0.0614404045872,-1.0
44,0.578420467186,-0.250053211702,0.139537546496,191.869855395,-31.5375038932,-8.05958887653e-05,0.105576874238,-1.0
44,0.55,-0.217568004048,0.112740533333,198.942857143,-30.2433809524,-1.95646380952e-05,0.0669010853571,-1.0
44,0.547439126784,-0.244911074954,0.128035162888,195.259445844,-28.4497422334,4.5488293115e-05,0.0890032593367,-1.0
45,0.550868486352,-0.232135742184,0.0855607022333,108.404466501,-38.3830669975,0.000635417094293,0.0714878983623,1.0
45,0.656804733728,-0.335896610651,0.122132112426,108.597633136,-37.6821104536,-4.56098710059e-05,0.0837048665838,0.0
45,0.631111111111,-0.302152439267,0.102475290556,112.752222222,-37.6584222222,-3.65590883333e-05,0.0763434335767,0.0
45,0.621718377088,-0.307132735549,0.104421272912,108.803102625,-40.9317004773,-1.24779369928e-05,0.104230015977,0.0
45,0.616926503341,-0.285674819154,0.0963552895323,106.516703786,-39.2394120267,-7.30817706013e-05,0.0854699758909,1.0
46,0.634782608696,-0.276634382609,0.133479356522,92.5304347826,-37.9841913043,0.000560298278261,0.117564271304,0.0
46,0.486583769634,-0.237543446008,0.0694036942081,105.181937173,-38.4191325262,3.11949211387e-06,0.145197518158,1.0
46,0.368152866242,-0.238528656178,0.0658853424204,107.355414013,-41.6514089172,3.05321671338e-05,0.154191168777,1.0
47,0.516363636364,-0.301607331818,0.175133682909,190.002727273,-42.2602518182,7.43157463636e-05,0.194138792391,0.0
47,0.593569131833,-0.309004104373,0.175558582186,188.582636656,-40.8319401929,1.37574141479e-05,0.184171602167,-1.0
47,0.372274143302,-0.300690524907,0.18087421028,189.518691589,-44.253623053,-4.00838954829e-05,0.196804795483,-1.0
47,0.559027777778,-0.308846819444,0.152618013889,173.704861111,-41.2257569444,0.000274086951389,0.219414018507,0.0
48,0.414285714286,-0.201176860714,0.0833831285714,154.325,-43.1092428571,0.000117882535714,0.184225648929,-1.0
48,0.344521224087,-0.12496565922,0.0478516744324,152.995064166,-39.3958153998,0.000124596800197,0.0999259395568,0.0
48,0.409243697479,-0.138060826092,0.0509986852941,143.651260504,-39.0473605042,-0.000156340666975,0.100950449125,1.0
48,0.347826086957,-0.103123513478,0.0457222262391,151.65,-34.3568271739,0.000168932637935,0.0746906544457,0.0
